1999,,,,,,,,,,,,,,,,
 , 20-24,34049,17694,16355,32424,17180,15244,1443,457,986,180,57,123,2,0,2
 , 25-29,31810,16609,15201,25195,14060,11135,5948,2313,3635,654,235,419,13,1,12
 , 30-34,35520,18096,17424,17833,10542,7291,15455,6719,8736,2131,825,1306,101,10,91
 , 35-39,34402,17452,16950,10207,6193,4014,20226,9433,10793,3785,1795,1990,184,31,153
 , 40-44,33700,17042,16658,5988,3539,2449,22735,11165,11570,4551,2282,2269,426,56,370
 , 45-49,36128,18803,17325,4296,2490,1806,25845,13377,12468,5173,2818,2355,814,118,696
 , 50-54,37201,19087,18114,3043,1783,1260,27663,14452,13211,5007,2641,2366,1488,211,1277
 , 55-59,33315,16841,16474,1941,1103,838,25156,13331,11825,3972,2077,1895,2246,330,1916
 , 60-64,27557,13683,13874,1173,638,535,20936,11278,9658,2440,1364,1076,3008,403,2605
 , 65-69,16243,7935,8308,570,290,280,11863,6603,5260,1023,617,406,2787,425,2362
 , 70-74,16528,7797,8731,350,212,138,11247,6469,4778,611,410,201,4320,706,3614
 , 75-79,13852,6426,7426,309,223,86,8271,5049,3222,316,196,120,4956,958,3998
 , 80-84,9544,4316,5228,191,137,54,4488,3016,1472,171,94,77,4694,1069,3625
 , 85-89,5177,2369,2808,134,94,40,1777,1399,378,103,67,36,3163,809,2354
 , 90-94,1678,667,1011,48,30,18,373,302,71,24,14,10,1233,321,912
 , 95-99,361,131,230,12,12,0,54,45,9,7,6,1,288,68,220
 ,100,55,28,27,6,6,0,10,9,1,0,0,0,39,13,26
2015,,,,,,,,,,,,,,,,
 , 總計,458117,232217,225900,193678,105467,88211,203390,105289,98101,30993,15911,15082,30056,5550,24506
 , 未滿15,58182,30226,27956,58182,30226,27956,0,0,0,0,0,0,0,0,0
 , 15-19,30379,15963,14416,30248,15935,14313,121,27,94,10,1,9,0,0,0
 , 20-24,33942,17533,16409,32363,17041,15322,1399,429,970,178,63,115,2,0,2
 , 25-29,31902,16811,15091,25499,14278,11221,5745,2291,3454,643,242,401,15,0,15
 , 30-34,34321,17580,16741,17440,10288,7152,14795,6490,8305,2005,793,1212,81,9,72
 , 35-39,34840,17703,17137,10854,6594,4260,20098,9354,10744,3700,1722,1978,188,33,155
 , 40-44,32982,16549,16433,6272,3712,2560,21816,10574,11242,4495,2211,2284,399,52,347
 , 45-49,36212,18742,17470,4540,2657,1883,25554,13096,12458,5332,2878,2454,786,111,675
 , 50-54,37020,19003,18017,3225,1848,1377,27209,14214,12995,5153,2731,2422,1433,210,1223
 , 55-59,34093,17233,16860,2078,1170,908,25586,13509,12077,4240,2243,1997,2189,311,1878
 , 60-64,29066,14437,14629,1282,704,578,21944,11790,10154,2780,1515,1265,3060,428,2632
 , 65-69,17963,8867,9096,656,333,323,13098,7378,5720,1183,708,475,3026,448,2578
 , 70-74,15338,7250,8088,342,203,139,10414,5976,4438,633,417,216,3949,654,3295
 , 75-79,14412,6613,7799,306,201,105,8651,5239,3412,339,214,125,5116,959,4157
 , 80-84,9710,4305,5405,188,136,52,4547,3019,1528,163,84,79,4812,1066,3746
 , 85-89,5479,2502,2977,131,89,42,1931,1504,427,104,68,36,3313,841,2472
 , 90-94,1825,723,1102,51,34,17,410,340,70,30,17,13,1334,332,1002
 , 95-99,394,147,247,14,11,3,61,49,12,5,4,1,314,83,231
 ,100,57,30,27,7,7,0,11,10,1,0,0,0,39,13,26
2016,,,,,,,,,,,,,,,,
 , 總計,457538,231722,225816,192173,104639,87534,203168,105176,97992,31880,16354,15526,30317,5553,24764
 , 未滿15,56836,29577,27259,56836,29577,27259,0,0,0,0,0,0,0,0,0
 , 15-19,28715,14982,13733,28579,14952,13627,122,30,92,14,0,14,0,0,0
 , 20-24,34000,17668,16332,32392,17169,15223,1420,433,987,187,66,121,1,0,1
 , 25-29,32364,17079,15285,25948,14478,11470,5745,2349,3396,661,252,409,10,0,10
 , 30-34,32354,16704,15650,16646,9832,6814,13823,6142,7681,1818,725,1093,67,5,62
 , 35-39,34806,17617,17189,11320,6817,4503,19762,9135,10627,3550,1634,1916,174,31,143
 , 40-44,33282,16678,16604,6806,4025,2781,21504,10355,11149,4576,2252,2324,396,46,350
 , 45-49,35633,18318,17315,4771,2766,2005,24848,12659,12189,5264,2773,2491,750,120,630
 , 50-54,37002,18988,18014,3426,1941,1485,26801,13951,12850,5410,2896,2514,1365,200,1165
 , 55-59,34738,17522,17216,2235,1276,959,25844,13563,12281,4498,2368,2130,2161,315,1846
 , 60-64,30000,14985,15015,1420,773,647,22444,12087,10357,3114,1700,1414,3022,425,2597
 , 65-69,20476,10046,10430,748,366,382,14880,8324,6556,1468,863,605,3380,493,2887
 , 70-74,14522,6916,7606,371,217,154,9916,5719,4197,641,415,226,3594,565,3029
 , 75-79,14697,6753,7944,288,179,109,8840,5358,3482,376,240,136,5193,976,4217
 , 80-84,9884,4343,5541,192,137,55,4691,3085,1606,165,86,79,4836,1035,3801
 , 85-89,5714,2553,3161,119,79,40,1998,1546,452,97,61,36,3500,867,2633
 , 90-94,2034,813,1221,55,40,15,462,382,80,34,18,16,1483,373,1110
 , 95-99,410,147,263,15,9,6,55,45,10,7,5,2,333,88,245
 ,100,71,33,38,6,6,0,13,13,0,0,0,0,52,14,38
,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
